data/mcs-instances/mcs90/bvg/b09m/mcs90_b09m_s25.A99 data/mcs-instances/mcs90/bvg/b09m/mcs90_b09m_s25.B99,2092,2,22
data/mcs-instances/mcs90/bvg/b06m/mcs90_b06m_s60.A20 data/mcs-instances/mcs90/bvg/b06m/mcs90_b06m_s60.B20,3173,4,54
data/mcs-instances/mcs90/bvg/b06m/mcs90_b06m_s10.A40 data/mcs-instances/mcs90/bvg/b06m/mcs90_b06m_s10.B40,70,0,9
data/mcs-instances/mcs70/bvg/b06/mcs70_b06_s10.A96 data/mcs-instances/mcs70/bvg/b06/mcs70_b06_s10.B96,168,0,8
data/mcs-instances/mcs90/bvg/b06/mcs90_b06_s100.A35 data/mcs-instances/mcs90/bvg/b06/mcs90_b06_s100.B35,4111,5,90
data/mcs-instances/mcs50/bvg/b06/mcs50_b06_s15.A61 data/mcs-instances/mcs50/bvg/b06/mcs50_b06_s15.B61,2231,1,11
data/mcs-instances/mcs90/rand/r02/mcs90_r02_s50.A24 data/mcs-instances/mcs90/rand/r02/mcs90_r02_s50.B24,25954,42,45
data/mcs-instances/mcs70/bvg/b06m/mcs70_b06m_s10.A41 data/mcs-instances/mcs70/bvg/b06m/mcs70_b06m_s10.B41,430,0,7
data/mcs-instances/mcs90/bvg/b06/mcs90_b06_s80.A51 data/mcs-instances/mcs90/bvg/b06/mcs90_b06_s80.B51,16311,12,72
data/mcs-instances/mcs90/bvg/b09m/mcs90_b09m_s40.A71 data/mcs-instances/mcs90/bvg/b09m/mcs90_b09m_s40.B71,5048,8,36
data/mcs-instances/mcs70/rand/r02/mcs70_r02_s15.A39 data/mcs-instances/mcs70/rand/r02/mcs70_r02_s15.B39,21564,15,10
data/mcs-instances/mcs10/rand/r01/mcs10_r01_s20.A08 data/mcs-instances/mcs10/rand/r01/mcs10_r01_s20.B08,51331,31,14
data/mcs-instances/mcs90/bvg/b09/mcs90_b09_s70.A98 data/mcs-instances/mcs90/bvg/b09/mcs90_b09_s70.B98,6984,12,62
data/mcs-instances/mcs90/m2D/m2Dr4/mcs90_m2Dr4_s60.A63 data/mcs-instances/mcs90/m2D/m2Dr4/mcs90_m2Dr4_s60.B63,150376,105,50
data/mcs-instances/mcs30/bvg/b03m/mcs30_b03m_s20.A77 data/mcs-instances/mcs30/bvg/b03m/mcs30_b03m_s20.B77,14974,8,16
data/mcs-instances/mcs90/bvg/b03/mcs90_b03_s20.A71 data/mcs-instances/mcs90/bvg/b03/mcs90_b03_s20.B71,598,0,19
data/mcs-instances/mcs90/rand/r02/mcs90_r02_s10.A69 data/mcs-instances/mcs90/rand/r02/mcs90_r02_s10.B69,93,0,9
data/mcs-instances/mcs90/bvg/b09m/mcs90_b09m_s35.A29 data/mcs-instances/mcs90/bvg/b09m/mcs90_b09m_s35.B29,24585,20,30
data/mcs-instances/mcs90/bvg/b03m/mcs90_b03m_s60.A86 data/mcs-instances/mcs90/bvg/b03m/mcs90_b03m_s60.B86,31988,21,54
data/mcs-instances/mcs50/bvg/b03m/mcs50_b03m_s20.A13 data/mcs-instances/mcs50/bvg/b03m/mcs50_b03m_s20.B13,23592,10,15
data/mcs-instances/mcs50/rand/r01/mcs50_r01_s10.A45 data/mcs-instances/mcs50/rand/r01/mcs50_r01_s10.B45,169,0,8
